schema_version,file_id,audio_path,original_manifest_path,original_row_index,duration_sec,sample_rate,source_dataset,split,known_origin_label,known_manipulation_labels,known_segment_labels_available,evidence_origin_human_score,evidence_origin_ai_score,evidence_origin_mixed_score,evidence_origin_unknown_score,evidence_replay_score,evidence_mixer_channel_score,evidence_partial_fabrication_score,evidence_splice_score,evidence_quality_score,calibrated_origin_label,calibrated_manipulation_labels,final_forensic_status,forensic_risk_level,manual_review_required,manual_review_reason,fusion_trace,forensic_summary,evidence_source_paths
phase8b_v1,phase7c1_collection_manifest_000150_human_019_mixer_processed,data/phase7c1/raw/human_mixer/human_019_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,150,43.221,48000,phase7c1,val,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000151_human_019_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_019_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,151,29.386,48000,phase7c1,val,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000152_ai_020_direct,data/phase7c1/raw/ai_direct/ai_020_direct.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,152,53.864,44100,phase7c1,test,ai_synthetic,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000153_ai_020_fabricated,data/phase7c1/raw/ai_fabricated/ai_020_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,153,63.37,44100,phase7c1,test,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000154_ai_020_mixer_processed,data/phase7c1/raw/ai_mixer/ai_020_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,154,55.061,48000,phase7c1,test,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000155_ai_020_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_020_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,155,55.768,48000,phase7c1,test,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000156_human_020_clean,data/phase7c1/raw/human_clean/human_020_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,156,46.818,48000,phase7c1,test,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000157_human_020_fabricated,data/phase7c1/raw/human_fabricated/human_020_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,157,53.808,44100,phase7c1,test,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000158_human_020_mixer_processed,data/phase7c1/raw/human_mixer/human_020_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,158,47.915,48000,phase7c1,test,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000159_human_020_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_020_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,159,39.324,48000,phase7c1,test,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000160_ai_021_direct,data/phase7c1/raw/ai_direct/ai_021_direct.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,160,51.54,44100,phase7c1,test,ai_synthetic,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000161_ai_021_fabricated,data/phase7c1/raw/ai_fabricated/ai_021_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,161,60.026,44100,phase7c1,test,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000162_ai_021_mixer_processed,data/phase7c1/raw/ai_mixer/ai_021_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,162,53.355,48000,phase7c1,test,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000163_ai_021_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_021_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,163,51.553,48000,phase7c1,test,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000164_human_021_clean,data/phase7c1/raw/human_clean/human_021_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,164,46.608,48000,phase7c1,test,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000165_human_021_fabricated,data/phase7c1/raw/human_fabricated/human_021_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,165,55.326,44100,phase7c1,test,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000166_human_021_mixer_processed,data/phase7c1/raw/human_mixer/human_021_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,166,47.936,48000,phase7c1,test,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000167_human_021_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_021_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,167,32.915,48000,phase7c1,test,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000168_ai_022_direct,data/phase7c1/raw/ai_direct/ai_022_direct.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,168,55.667,44100,phase7c1,test,ai_synthetic,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000169_ai_022_fabricated,data/phase7c1/raw/ai_fabricated/ai_022_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,169,65.603,44100,phase7c1,test,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000170_ai_022_mixer_processed,data/phase7c1/raw/ai_mixer/ai_022_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,170,56.832,48000,phase7c1,test,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000171_ai_022_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_022_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,171,48.18,48000,phase7c1,test,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000172_human_022_clean,data/phase7c1/raw/human_clean/human_022_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,172,37.344,48000,phase7c1,test,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000173_human_022_fabricated,data/phase7c1/raw/human_fabricated/human_022_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,173,44.073,44100,phase7c1,test,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000174_human_022_mixer_processed,data/phase7c1/raw/human_mixer/human_022_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,174,38.635,48000,phase7c1,test,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000175_human_022_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_022_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,175,44.075,48000,phase7c1,test,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000176_ai_023_direct,data/phase7c1/raw/ai_direct/ai_023_direct.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,176,50.051,44100,phase7c1,test,ai_synthetic,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000177_ai_023_fabricated,data/phase7c1/raw/ai_fabricated/ai_023_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,177,56.526,44100,phase7c1,test,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000178_ai_023_mixer_processed,data/phase7c1/raw/ai_mixer/ai_023_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,178,39.893,48000,phase7c1,test,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000179_ai_023_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_023_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,179,36.617,48000,phase7c1,test,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000180_human_023_clean,data/phase7c1/raw/human_clean/human_023_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,180,44.523,48000,phase7c1,test,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000181_human_023_fabricated,data/phase7c1/raw/human_fabricated/human_023_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,181,52.908,44100,phase7c1,test,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000182_human_023_mixer_processed,data/phase7c1/raw/human_mixer/human_023_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,182,45.717,48000,phase7c1,test,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000183_human_023_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_023_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,183,47.381,48000,phase7c1,test,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
