finetune_row_id,parent_row_id,data_source,split,audio_path,sample_id,base_id,split_group_id,risk_target,risk_label,source_branch_role,aasist_label,sample_weight,weight_reason,window_strategy,window_start_time,window_end_time,use_for_aasist_training,manipulation_type,source_origin,partial_fabrication_binary,suspicious_start_time,suspicious_end_time,notes
aft_train_000737,cmb_train_000736,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_2814103.wav,DF_E_2814103,old_DF_E_2814103,old_DF_E_2814103,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000738,cmb_train_000737,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_2948475.wav,DF_E_2948475,old_DF_E_2948475,old_DF_E_2948475,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000739,cmb_train_000738,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_2229725.wav,DF_E_2229725,old_DF_E_2229725,old_DF_E_2229725,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000740,cmb_train_000739,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_3752923.wav,DF_E_3752923,old_DF_E_3752923,old_DF_E_3752923,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000741,cmb_train_000740,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_3164133.wav,DF_E_3164133,old_DF_E_3164133,old_DF_E_3164133,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000742,cmb_train_000741,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_2065997.wav,DF_E_2065997,old_DF_E_2065997,old_DF_E_2065997,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000743,cmb_train_000742,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_4967433.wav,DF_E_4967433,old_DF_E_4967433,old_DF_E_4967433,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000744,cmb_train_000743,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_2066952.wav,DF_E_2066952,old_DF_E_2066952,old_DF_E_2066952,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000745,cmb_train_000744,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_2290433.wav,DF_E_2290433,old_DF_E_2290433,old_DF_E_2290433,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000746,cmb_train_000745,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_2360595.wav,DF_E_2360595,old_DF_E_2360595,old_DF_E_2360595,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000747,cmb_train_000746,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_2609591.wav,DF_E_2609591,old_DF_E_2609591,old_DF_E_2609591,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000748,cmb_train_000747,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_3025911.wav,DF_E_3025911,old_DF_E_3025911,old_DF_E_3025911,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000749,cmb_train_000748,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_3625016.wav,DF_E_3625016,old_DF_E_3625016,old_DF_E_3625016,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000750,cmb_train_000749,old,train,E:\FYP\DataSet\English\ASVspoof2021_DF_eval\DF_clips\DF_E_2457900.wav,DF_E_2457900,old_DF_E_2457900,old_DF_E_2457900,1,old_conversion,old_conversion,0,1.0,old_old_conversion,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000751,cmb_train_000750,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_5258713.wav,PA_E_5258713,old_PA_E_5258713,old_PA_E_5258713,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000752,cmb_train_000751,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_4541465.wav,PA_E_4541465,old_PA_E_4541465,old_PA_E_4541465,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000753,cmb_train_000752,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_1163021.wav,PA_E_1163021,old_PA_E_1163021,old_PA_E_1163021,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000754,cmb_train_000753,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_9572952.wav,PA_E_9572952,old_PA_E_9572952,old_PA_E_9572952,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000755,cmb_train_000754,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_8683774.wav,PA_E_8683774,old_PA_E_8683774,old_PA_E_8683774,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000756,cmb_train_000755,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_3787926.wav,PA_E_3787926,old_PA_E_3787926,old_PA_E_3787926,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000757,cmb_train_000756,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_5688648.wav,PA_E_5688648,old_PA_E_5688648,old_PA_E_5688648,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000758,cmb_train_000757,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_6125918.wav,PA_E_6125918,old_PA_E_6125918,old_PA_E_6125918,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000759,cmb_train_000758,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_6112893.wav,PA_E_6112893,old_PA_E_6112893,old_PA_E_6112893,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000760,cmb_train_000759,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_8341012.wav,PA_E_8341012,old_PA_E_8341012,old_PA_E_8341012,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000761,cmb_train_000760,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_8417396.wav,PA_E_8417396,old_PA_E_8417396,old_PA_E_8417396,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000762,cmb_train_000761,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_9019812.wav,PA_E_9019812,old_PA_E_9019812,old_PA_E_9019812,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000763,cmb_train_000762,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_1609124.wav,PA_E_1609124,old_PA_E_1609124,old_PA_E_1609124,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000764,cmb_train_000763,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_6776828.wav,PA_E_6776828,old_PA_E_6776828,old_PA_E_6776828,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000765,cmb_train_000764,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_3823728.wav,PA_E_3823728,old_PA_E_3823728,old_PA_E_3823728,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000766,cmb_train_000765,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_8692146.wav,PA_E_8692146,old_PA_E_8692146,old_PA_E_8692146,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000767,cmb_train_000766,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_8215217.wav,PA_E_8215217,old_PA_E_8215217,old_PA_E_8215217,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000768,cmb_train_000767,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_5641826.wav,PA_E_5641826,old_PA_E_5641826,old_PA_E_5641826,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000769,cmb_train_000768,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_8903231.wav,PA_E_8903231,old_PA_E_8903231,old_PA_E_8903231,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000770,cmb_train_000769,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_1508549.wav,PA_E_1508549,old_PA_E_1508549,old_PA_E_1508549,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000771,cmb_train_000770,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_7892157.wav,PA_E_7892157,old_PA_E_7892157,old_PA_E_7892157,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000772,cmb_train_000771,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_4536760.wav,PA_E_4536760,old_PA_E_4536760,old_PA_E_4536760,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000773,cmb_train_000772,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_4938719.wav,PA_E_4938719,old_PA_E_4938719,old_PA_E_4938719,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000774,cmb_train_000773,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_8039483.wav,PA_E_8039483,old_PA_E_8039483,old_PA_E_8039483,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000775,cmb_train_000774,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_2837143.wav,PA_E_2837143,old_PA_E_2837143,old_PA_E_2837143,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000776,cmb_train_000775,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_7759780.wav,PA_E_7759780,old_PA_E_7759780,old_PA_E_7759780,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000777,cmb_train_000776,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_7289318.wav,PA_E_7289318,old_PA_E_7289318,old_PA_E_7289318,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000778,cmb_train_000777,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_8741059.wav,PA_E_8741059,old_PA_E_8741059,old_PA_E_8741059,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000779,cmb_train_000778,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_1357790.wav,PA_E_1357790,old_PA_E_1357790,old_PA_E_1357790,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000780,cmb_train_000779,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_2814809.wav,PA_E_2814809,old_PA_E_2814809,old_PA_E_2814809,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000781,cmb_train_000780,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_1227942.wav,PA_E_1227942,old_PA_E_1227942,old_PA_E_1227942,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000782,cmb_train_000781,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_7874970.wav,PA_E_7874970,old_PA_E_7874970,old_PA_E_7874970,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000783,cmb_train_000782,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_7900438.wav,PA_E_7900438,old_PA_E_7900438,old_PA_E_7900438,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000784,cmb_train_000783,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_4981225.wav,PA_E_4981225,old_PA_E_4981225,old_PA_E_4981225,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000785,cmb_train_000784,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_6808277.wav,PA_E_6808277,old_PA_E_6808277,old_PA_E_6808277,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000786,cmb_train_000785,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_6111984.wav,PA_E_6111984,old_PA_E_6111984,old_PA_E_6111984,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000787,cmb_train_000786,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_5088671.wav,PA_E_5088671,old_PA_E_5088671,old_PA_E_5088671,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000788,cmb_train_000787,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_3406854.wav,PA_E_3406854,old_PA_E_3406854,old_PA_E_3406854,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000789,cmb_train_000788,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_4505070.wav,PA_E_4505070,old_PA_E_4505070,old_PA_E_4505070,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000790,cmb_train_000789,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_3849172.wav,PA_E_3849172,old_PA_E_3849172,old_PA_E_3849172,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000791,cmb_train_000790,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_7640607.wav,PA_E_7640607,old_PA_E_7640607,old_PA_E_7640607,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000792,cmb_train_000791,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_8626963.wav,PA_E_8626963,old_PA_E_8626963,old_PA_E_8626963,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000793,cmb_train_000792,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_4281053.wav,PA_E_4281053,old_PA_E_4281053,old_PA_E_4281053,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000794,cmb_train_000793,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_9671300.wav,PA_E_9671300,old_PA_E_9671300,old_PA_E_9671300,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000795,cmb_train_000794,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_6026023.wav,PA_E_6026023,old_PA_E_6026023,old_PA_E_6026023,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000796,cmb_train_000795,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_5937657.wav,PA_E_5937657,old_PA_E_5937657,old_PA_E_5937657,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000797,cmb_train_000796,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_2611755.wav,PA_E_2611755,old_PA_E_2611755,old_PA_E_2611755,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000798,cmb_train_000797,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_8014876.wav,PA_E_8014876,old_PA_E_8014876,old_PA_E_8014876,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000799,cmb_train_000798,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_2353925.wav,PA_E_2353925,old_PA_E_2353925,old_PA_E_2353925,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000800,cmb_train_000799,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_6538649.wav,PA_E_6538649,old_PA_E_6538649,old_PA_E_6538649,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000801,cmb_train_000800,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_3441268.wav,PA_E_3441268,old_PA_E_3441268,old_PA_E_3441268,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000802,cmb_train_000801,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_3271109.wav,PA_E_3271109,old_PA_E_3271109,old_PA_E_3271109,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000803,cmb_train_000802,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_2495168.wav,PA_E_2495168,old_PA_E_2495168,old_PA_E_2495168,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000804,cmb_train_000803,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_8960145.wav,PA_E_8960145,old_PA_E_8960145,old_PA_E_8960145,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000805,cmb_train_000804,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_4578338.wav,PA_E_4578338,old_PA_E_4578338,old_PA_E_4578338,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000806,cmb_train_000805,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_5454745.wav,PA_E_5454745,old_PA_E_5454745,old_PA_E_5454745,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000807,cmb_train_000806,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_9810421.wav,PA_E_9810421,old_PA_E_9810421,old_PA_E_9810421,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000808,cmb_train_000807,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_6053142.wav,PA_E_6053142,old_PA_E_6053142,old_PA_E_6053142,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000809,cmb_train_000808,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_4679867.wav,PA_E_4679867,old_PA_E_4679867,old_PA_E_4679867,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000810,cmb_train_000809,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_8124150.wav,PA_E_8124150,old_PA_E_8124150,old_PA_E_8124150,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000811,cmb_train_000810,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_8873916.wav,PA_E_8873916,old_PA_E_8873916,old_PA_E_8873916,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000812,cmb_train_000811,old,train,E:\FYP\DataSet\English\ASVspoof2021_PA_eval\PA_clips\PA_E_3596452.wav,PA_E_3596452,old_PA_E_3596452,old_PA_E_3596452,1,old_replay,old_replay,0,1.0,old_old_replay,old_first_window,0.0,4.0,True,ai_replay,unknown,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
