sample_id,manipulation_type,source_origin,variant_id,baseline_status_baseline,baseline_status_r2_product,baseline_status_r2_loss,prediction_baseline,prediction_r2_product,prediction_r2_loss,decision_score_baseline,decision_score_r2_product,decision_score_r2_loss,max_chunk_spoof_baseline,max_chunk_spoof_r2_product,max_chunk_spoof_r2_loss,suspicious_chunk_ratio_baseline,suspicious_chunk_ratio_r2_product,suspicious_chunk_ratio_r2_loss,partial_region_detected_baseline,partial_region_detected_r2_product,partial_region_detected_r2_loss,baseline_better,r2_product_better,r2_loss_better,clean_human_r2_product_better,clean_human_r2_loss_better,disagreement_type
human_021_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected,FAKE,FAKE,FAKE,1.0,0.9,1.0,1.0,0.9976032376289368,0.9987840056419371,1.0,0.9,1.0,False,False,False,,,,tie,tie,agreement
ai_022_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,REAL,REAL,REAL,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.9999998807907104,0.9852004051208496,0.9911182522773744,0.2222222222222222,0.2222222222222222,0.2222222222222222,False,False,False,,,,tie,tie,agreement
ai_022_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,REAL,REAL,REAL,0.3333333333333333,0.1904761904761904,0.2857142857142857,0.9999998807907104,0.9858003854751588,0.9918910264968872,0.3333333333333333,0.1904761904761904,0.2857142857142857,True,True,True,,,,tie,tie,agreement
ai_022_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,0.9999998807907104,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_022_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,ai_replay_missed,ai_replay_missed,FAKE,REAL,REAL,0.7333333333333333,0.0666666666666666,0.2,0.999854564666748,0.8770562410354614,0.9492475390434264,0.7333333333333333,0.0666666666666666,0.2,False,False,False,,,,tie,tie,mixed_disagreement
human_022_clean,clean_direct,human,human_clean,clean_human_false_alarm,clean_human_false_alarm,clean_human_false_alarm,FAKE,FAKE,FAKE,1.0,0.75,0.75,1.0,0.9993320107460022,0.9995390176773072,1.0,0.75,0.75,False,False,False,False,False,False,tie,tie,agreement
human_022_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,FAKE,REAL,FAKE,0.9285714285714286,0.6428571428571429,0.7142857142857143,1.0,0.9999344348907472,0.9999760389328004,0.9285714285714286,0.6428571428571429,0.7142857142857143,True,True,True,,,,tie,tie,agreement
human_022_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
human_022_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_023_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,REAL,REAL,REAL,0.25,0.0625,0.125,0.9999027252197266,0.9561044573783876,0.9747009873390198,0.25,0.0625,0.125,False,False,False,,,,tie,tie,agreement
ai_023_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,partial_fabrication_missed,partial_fabrication_detected,REAL,REAL,REAL,0.5,0.1666666666666666,0.2222222222222222,0.9999288320541382,0.9555686116218568,0.9744104743003844,0.5,0.1666666666666666,0.2222222222222222,True,False,True,,,,tie,tie,partial_disagreement
ai_023_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,0.9999816417694092,0.9999938011169434,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_023_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,ai_replay_missed,ai_replay_missed,FAKE,REAL,REAL,0.9,0.0,0.2,0.9997640252113342,0.6353356242179871,0.6659538745880127,0.9,0.0,0.2,False,False,False,,,,tie,tie,mixed_disagreement
human_023_clean,clean_direct,human,human_clean,clean_human_accepted,clean_human_accepted,clean_human_accepted,REAL,REAL,REAL,0.0714285714285714,0.0,0.0714285714285714,0.6889395117759705,0.5869076251983643,0.7438198328018188,0.0714285714285714,0.0,0.0714285714285714,False,False,False,False,False,False,tie,tie,agreement
human_023_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_missed,partial_fabrication_missed,partial_fabrication_missed,REAL,REAL,REAL,0.1176470588235294,0.0,0.1176470588235294,0.9246196150779724,0.5837076902389526,0.7408780455589294,0.1176470588235294,0.0,0.1176470588235294,False,False,False,,,,tie,tie,agreement
human_023_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
human_023_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected,FAKE,FAKE,FAKE,1.0,0.7333333333333333,0.8666666666666667,0.9999868869781494,0.9994683861732484,0.9999269247055054,1.0,0.7333333333333333,0.8666666666666667,False,False,False,,,,tie,tie,agreement
