filepath,dataset,label,attack_type,domain,file_exists,checked_path
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9895542.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9895542.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7107894.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7107894.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9523645.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9523645.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9189786.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9189786.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9472471.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9472471.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4555887.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4555887.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1375965.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1375965.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1804440.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1804440.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2603347.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2603347.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1722149.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1722149.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6889804.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6889804.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1442096.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1442096.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5205612.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5205612.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8597036.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8597036.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2156548.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2156548.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5405526.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5405526.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1990285.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1990285.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6875351.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6875351.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6538095.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6538095.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5106385.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5106385.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7783650.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7783650.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8511162.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8511162.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4624936.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4624936.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6489312.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6489312.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4993084.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4993084.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2073518.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2073518.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4052204.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4052204.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4767876.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4767876.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1370184.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1370184.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5190903.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5190903.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5185148.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5185148.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5470942.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5470942.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2366368.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2366368.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1027451.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1027451.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9117787.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9117787.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4896545.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4896545.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4651949.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4651949.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2210446.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2210446.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8625253.wav,LA,bonafide,bonafide,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8625253.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3944927.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3944927.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1616032.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1616032.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4309162.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4309162.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1991470.wav,LA,bonafide,bonafide,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1991470.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9238842.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9238842.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5895028.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5895028.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7696669.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7696669.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6118375.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6118375.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6796307.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6796307.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9705773.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9705773.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7710482.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7710482.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5110716.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5110716.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7024190.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7024190.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2695646.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2695646.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6972352.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6972352.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8705481.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8705481.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5543481.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5543481.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3101136.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3101136.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3283290.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3283290.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2673266.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2673266.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7127467.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7127467.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2722036.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2722036.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8936726.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8936726.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3382790.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3382790.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8945858.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8945858.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1201432.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1201432.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3426512.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3426512.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7794245.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7794245.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5728103.wav,LA,bonafide,bonafide,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5728103.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2995875.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2995875.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9835468.wav,LA,bonafide,bonafide,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9835468.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4036415.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4036415.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7592208.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7592208.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8526346.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8526346.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4888233.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4888233.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9036720.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9036720.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7997384.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7997384.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8469237.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8469237.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1484843.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1484843.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8088573.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8088573.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6754157.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6754157.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8071320.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8071320.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8434481.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8434481.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8814905.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8814905.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8879019.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8879019.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3926888.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3926888.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2869647.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2869647.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9199213.wav,LA,bonafide,bonafide,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9199213.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7061298.wav,LA,bonafide,bonafide,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7061298.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3539238.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3539238.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9786790.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9786790.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1842539.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1842539.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2275580.wav,LA,bonafide,bonafide,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2275580.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9831193.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9831193.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4497922.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4497922.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1021536.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1021536.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2861516.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2861516.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6534211.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6534211.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8866326.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8866326.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1267424.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1267424.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8374136.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8374136.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2630189.wav,LA,bonafide,bonafide,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2630189.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5687495.wav,LA,bonafide,bonafide,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5687495.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4404758.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4404758.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5625739.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5625739.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8677849.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8677849.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4767856.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4767856.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7069750.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7069750.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6307531.wav,LA,bonafide,bonafide,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6307531.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2357545.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2357545.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2444204.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2444204.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7150254.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7150254.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2397009.wav,LA,bonafide,bonafide,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2397009.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4163877.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4163877.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2842992.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2842992.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6318560.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6318560.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9905060.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9905060.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4076795.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4076795.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8695347.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8695347.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8448211.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8448211.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9653588.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9653588.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8788282.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8788282.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9163443.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9163443.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9150448.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9150448.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4379481.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4379481.wav
E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8193924.wav,LA,spoof,synthesis,studio,True,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8193924.wav
